Index,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language,ID
350,Pati Patni Aur Tawaif,1990,-,4.3,40,"Drama, Family            ",hindi,tt0232291
351,777 Charlie,,136 min,-,-,"Adventure, Comedy, Drama            ",tamil,-
352,Dholo Mara Malak No,1998,-,-,-,Drama            ,gujarati,tt10305296
353,Pambaram,1979,-,-,-,-,malayalam,tt0317973
354,Raj Shahenshah,,122 min,-,-,Drama            ,bhojpuri,-
355,Love You Dhaka,,-,-,-,Drama            ,bengali,-
356,The Last Color,2019,90 min,7.7,740,Drama            ,hindi,tt9602804
357,Aji Bas Shukriya,1958,-,6.2,10,"Comedy, Drama, Musical            ",hindi,tt0229966
358,Avatar Purusha,,-,-,-,Comedy            ,kannada,-
359,Delhi Durbar,1956,-,-,-,-,hindi,tt0157526
360,Bhartruhari,1932,-,-,-,Fantasy            ,hindi,tt0231261
361,Teer,1954,-,-,-,Drama            ,hindi,tt5310562
362,Eppothum Vendran,2014,138 min,-,-,Drama            ,tamil,tt13070794
363,Rubik's Cube,,134 min,-,-,Drama            ,marathi,-
364,Prem Paigham,1989,-,-,-,Romance            ,hindi,tt2742176
365,Smuggler,1996,-,4.4,17,"Action, Crime            ",hindi,tt0117672
366,Sheikh Chilli,1958,-,-,-,Comedy            ,punjabi,tt1615070
367,Sasi Lalitha,2020,-,-,-,Drama            ,telugu,tt11323086
368,Om Shri Satya Sai Baba,2021,-,-,-,Biography            ,hindi,tt11318718
369,Khooni Insaan,1988,-,4,7,Thriller            ,hindi,tt4983400
370,Ilamai Kaalangal,1983,120 min,5.7,9,-,tamil,tt0322717
371,Lalu Bhulu,1959,-,7,6,Drama            ,bengali,tt0151288
372,Rakkhushi,2006,134 min,6.5,10,Drama            ,bengali,tt6425820
373,Geet Ganga,1982,138 min,-,-,Drama            ,hindi,tt2644942
374,Bachke Rahna,1949,-,-,-,"Action, Comedy            ",hindi,tt0155517
375,Viswasam Athalle Ellam,2015,159 min,4.9,30,"Comedy, Drama            ",malayalam,tt4575174
376,Stop!,2004,-,4.5,31,"Comedy, Romance            ",hindi,tt0832365
377,Post Man,1967,-,-,-,-,malayalam,tt0255504
378,Sannyasi Deshonayok,2020,-,-,-,Drama            ,bengali,tt11318262
379,Local Utpaat,2020,-,-,-,"Action, Comedy            ",assamese,tt11653688
380,Niraparadhi,1951,182 min,-,-,-,tamil,tt0266803
381,Avaghachi Sansar,1960,-,-,-,Comedy            ,marathi,tt0238055
382,Vicar Ka Achar Open Your Mind Before Your Mouth,2018,90 min,-,-,-,hindi,tt10111484
383,Neerja,2016,122 min,7.7,"21,192","Biography, Drama, Thriller            ",hindi,tt5286444
384,OK Kanmani,2015,139 min,7.4,"5,030",Romance            ,tamil,tt4271820
385,Meen Kuzhambum Mann Paanaiyum,2016,136 min,5.4,98,"Comedy, Fantasy            ",tamil,tt6264438
386,Nandini,1969,-,-,-,Drama            ,marathi,tt14344938
387,Begunah,1970,-,-,-,Action            ,hindi,tt2753314
388,Ishara,1943,-,-,-,-,hindi,tt0246706
389,Vakratunda Mahakaaya,2013,92 min,6.9,75,Comedy            ,marathi,tt1955036
390,Kaise Tumse Kahoon,2015– ,-,-,-,-,urdu,tt10443592
391,Idhey Naa Savaal,1984,-,6.2,8,-,telugu,tt0319540
392,Intiguttu,1958,140 min,7.2,5,"Drama, Family            ",telugu,tt0256832
393,Naag Mani,1957,-,6.5,6,"Adventure, Fantasy            ",hindi,tt0389191
394,Ghanchakkar,1990,-,7.3,15,Comedy            ,marathi,tt2652030
395,Uladhaal,2008,130 min,6,49,"Drama, Thriller            ",marathi,tt2342405
396,Barkha,1953,-,-,-,-,urdu,tt0237025
397,Doctor X,1972,-,-,-,Thriller            ,hindi,tt2671410
398,Qaid-e-Tanhai,2010– ,-,8.2,103,Drama            ,urdu,tt1838241
399,Gullu Dada Returns: No Compromise.. Only Fight...!,2010 Video,-,7.5,50,"Comedy, Crime, Drama            ",oriya,tt2018070
400,Arshinagar,2015,134 min,4.5,198,"Drama, Musical, Romance            ",bengali,tt5309284
401,Susral Chalo,1983,-,-,-,-,punjabi,tt1289655
402,Na Ghar Ke Na Ghaat Ke,2010,-,6.1,269,"Comedy, Drama            ",hindi,tt1620907
403,Therottam,2019,117 min,-,-,"Action, Thriller            ",malayalam,tt10050738
404,Shaadi Aur Barbadi,1991,-,-,-,Comedy            ,hindi,tt2882184
405,SHUDRA: The Untouchables,2011,116 min,7.8,23,"Drama, Family, History            ",hindi,tt1883330
406,Mazaa Mazaa,2005,99 min,2.8,57,Romance            ,hindi,tt0488316
407,Har Din Pyar Ke Din,1990,-,-,-,Thriller            ,hindi,tt3521142
408,Chor Na Bhai Ghanti Chor,2016,136 min,-,-,Drama            ,gujarati,tt14484644
409,Ek Gadi Baaki Anadi,1988,135 min,7.7,15,Comedy            ,marathi,tt5455354
410,Army,1996,153 min,4.3,"1,591","Action, Drama            ",hindi,tt0115568
411,Rebecca,1963,-,-,-,-,malayalam,tt0234578
412,Mera Suhag,1987,138 min,-,-,"Drama, Family            ",hindi,tt0427527
413,Kamsale Kaisale,2012,90 min,-,-,Drama            ,kannada,tt13939944
414,Bottu Katuka,1979,136 min,-,-,Drama            ,telugu,tt8890224
415,Atmatyag,2012,-,-,-,Drama            ,bengali,tt14229528
416,Manju,1983,-,7.6,5,Drama            ,malayalam,tt0246771
417,Thakur Jarnail Singh,1966,-,5,9,Action            ,hindi,tt0230870
418,Premleela,2015,-,-,-,"Action, Romance            ",bhojpuri,tt6276968
419,Marunnattil Oru Malayali,1971,-,5.7,7,-,malayalam,tt0257905
420,Munnudi,2000,108 min,6.6,12,Family            ,kannada,tt2759362
421,Halli Mestru,1992,162 min,6.9,56,"Comedy, Drama            ",kannada,tt0306934
422,Licence,1976,-,-,-,Drama            ,punjabi,tt14110498
423,Kitty Party,2019,134 min,3.8,5,"Action, Comedy            ",punjabi,tt9680174
424,Ajnabi Lage Zindagi,2019,-,-,-,Drama            ,urdu,tt14180624
425,Sangarshana,1983,-,7.1,25,"Action, Drama, Family            ",telugu,tt0246213
426,Cool Boys Hot Girls,2012,125 min,-,-,Comedy            ,telugu,tt3441418
427,Jeethu,2013,-,-,-,Drama            ,kannada,tt14019248
428,Once Upon a Time in Mumbaai Dobara,2013,160 min,4.6,"6,698","Action, Crime, Drama            ",hindi,tt1891884
429,Akaash Ganga,1990,-,-,-,Action            ,hindi,tt2674200
430,Srinkhal,1947,-,-,-,-,bengali,tt0215204
431,Kabhi Yuh Bhi Toh Ho,2014,102 min,-,-,Family            ,hindi,tt3977454
432,Aadi Shakti,1992,-,-,-,Action            ,hindi,tt4417702
433,Appavi Kateri,2015,-,-,-,Drama            ,tamil,tt13005138
434,Vasantha Kumaran,,122 min,-,-,Romance            ,tamil,-
435,India Unplugged,2014– ,30 min,-,-,-,urdu,tt5842032
436,Kanyavanangal,2019,122 min,-,-,Drama            ,malayalam,tt10845422
437,Little Singham: Kaal Ka Badla,2020,69 min,5.1,9,"Animation, Action            ",hindi,tt12934616
438,Ek Doctor Ki Maut,1990,122 min,8.3,"1,309","Biography, Drama            ",hindi,tt0345177
439,Mazaaq,1943,-,-,-,-,hindi,tt0273801
440,The Train,1970,138 min,6.4,148,"Action, Crime, Mystery            ",hindi,tt0246286
441,Lala Begum,2016,58 min,6.5,21,"Drama, Thriller            ",urdu,tt5602510
442,Ved Lavi Jeeva,2010,-,7.2,14,Drama            ,marathi,tt3121650
443,Ravoyi Chandamama,1999,-,4.9,186,"Drama, Romance            ",telugu,tt0269821
444,Aakhri Ghulam,1989,171 min,5,32,"Action, Crime, Drama            ",hindi,tt0178175
445,Diljani,1935,-,-,-,-,hindi,tt0267430
446,Jutt Majhey Da,1988,-,-,-,-,punjabi,tt14223600
447,Ek Dopahar (An Afternoon),2021,90 min,-,-,Drama            ,hindi,-
448,Evadu Thakkuva Kadu,2019,125 min,7.5,21,Action            ,telugu,tt10300254
449,Veera Ranachandi,2017,138 min,-,-,Drama            ,kannada,tt13099080
450,Ice Cream,IV 2014,144 min,3.4,114,"Horror, Thriller            ",telugu,tt3885696
451,Sasanam,2006,154 min,6.1,16,Drama            ,tamil,tt5289552
452,Krishna Cottage,2004,124 min,5.1,"1,004","Horror, Mystery            ",hindi,tt0408976
453,Sankarabharanam,1980,143 min,8.7,"1,985","Drama, Music, Romance            ",telugu,tt0079889
454,Ghulam Begum Badshah,1956,124 min,6.6,5,"Drama, History            ",hindi,tt0231651
455,Bhotbhoti,,-,-,-,Romance            ,bengali,-
456,Bombay Rose,2019,97 min,6.1,440,"Animation, Drama, Romance            ",hindi,tt8435324
457,Ratha Kanneer,1954,154 min,8.1,306,Drama            ,tamil,tt0234571
458,Utthaan,1989,-,-,-,Drama            ,hindi,tt5319796
459,Jaanmoni Vol - 1,2008,70 min,-,-,"Musical, Romance            ",assamese,tt13637832
460,Badhti Ka Naam Dadhi,1974,-,6.7,37,Drama            ,hindi,tt0233281
461,Neeye Nijam,2005,-,-,-,Drama            ,tamil,tt1726048
462,Madhanam,2019,128 min,8.9,9,"Comedy, Romance            ",telugu,tt10851886
463,Hyderabad Ki Nazneen,1952,-,-,-,Drama            ,hindi,tt0381261
464,Daakghor,2018,46 min,-,-,Drama            ,bengali,tt8410616
465,Coolie,2004,-,6.3,26,Action            ,bhojpuri,tt1464526
466,Ilamura Thamburan,1998,-,4.7,6,Drama            ,malayalam,tt0273275
467,Khoon Pasina,1977,210 min,6.2,352,"Action, Drama            ",hindi,tt0076259
468,Seeta Salma Suzy,1992,-,-,-,Action            ,hindi,tt2894356
469,Suhaagan,1986,-,-,-,-,punjabi,tt14223170
470,Ganesh,2009,-,5,257,Romance            ,telugu,tt1579544
471,Karwane Hayat,1935,122 min,6,6,-,urdu,tt0154719
472,Iron Man,2008,126 min,7.9,"9,54,861","Action, Adventure, Sci-Fi            ",urdu,tt0371746
473,Choti Si Kahani,2011– ,680 min,5.7,12,Drama            ,urdu,tt3966616
474,Shiva Sainya,1996,138 min,8.5,12,"Action, Drama            ",kannada,tt0314665
475,Pita Maata Santan,1997,136 min,-,-,"Action, Drama, Romance            ",bengali,tt7205642
476,Punnagai Poove,2003,-,5.6,22,Romance            ,tamil,tt1612570
477,Ek Musafir Ek Hasina,1962,-,6.6,48,"Action, Comedy, Mystery            ",oriya,tt0055949
478,Yechchil Iravugal,1982,-,3.6,5,-,tamil,tt0281384
479,Swarnakireedam,1996,-,-,-,-,malayalam,tt0356101
480,Ivan Than Uthaman,,-,-,-,Horror            ,tamil,-
481,Samhaara,2018,-,6,43,"Action, Thriller            ",kannada,tt6834466
482,Aro Oral,2017,-,8.3,15,"Short, Mystery            ",malayalam,tt7393494
483,Puthiya Katru,II 1975,-,-,-,Drama            ,tamil,tt10183624
484,1 Pandhu 4 Run 1 Wicket,2014,107 min,-,-,Drama            ,tamil,tt13010546
485,Zid,2014,126 min,4.4,"1,066","Crime, Romance, Thriller            ",hindi,tt4228746
486,Ayalathe Sundari,1974,168 min,7.1,8,"Comedy, Musical            ",malayalam,tt0215534
487,Inakkilly,1984,-,-,-,"Drama, Romance            ",malayalam,tt0282606
488,Sampoorna Mahabharat,1983,155 min,7.8,10,"Action, Adventure, Drama            ",gujarati,tt0242839
489,Pratibad,1971,-,-,-,Drama            ,bengali,tt3867500
490,Izzatdaar,1990,172 min,5.2,177,"Action, Crime, Drama            ",hindi,tt0099869
491,Minor Raja,1991,-,6.5,13,Comedy            ,telugu,tt1579634
492,Ullasappoonkattu,1997,-,4.8,54,Comedy            ,malayalam,tt0356152
493,Salaar,2022,-,-,-,Action            ,kannada,-
494,Dhaani,2016–2017,-,8.4,30,"Family, Romance            ",urdu,tt6889310
495,Kaivazhikal Piriyumbol,1977,-,-,-,-,malayalam,tt0322910
496,Nyayam Meere Cheppali,1985,-,5.8,9,-,telugu,tt1411911
497,Tan-Badan,1986,115 min,5.1,37,Drama            ,hindi,tt0092049
498,Miss Priyambada,1967,93 min,7.1,12,Romance            ,bengali,tt5625458
499,Devar,1966,156 min,7.2,81,"Crime, Drama, Romance            ",hindi,tt0060306
500,Naaji,1959,-,-,-,Drama            ,punjabi,tt1620550
501,Kuch Der Aur,2018,65 min,8.5,41,Drama            ,hindi,tt9059202
502,Krantiveer: The Revolution,2010,159 min,4.6,19,"Action, Crime, Drama            ",hindi,tt1408029
503,Manasupaddanu Kani,2000,-,-,-,Romance            ,telugu,tt1575626
504,Pyar aur Paisa,1991,-,-,-,-,urdu,tt14224146
505,Dak Babu,1954,124 min,-,-,"Drama, Family            ",hindi,tt0387152
506,Chhalaang,2020,136 min,6.4,"15,444","Comedy, Drama            ",hindi,tt8983164
507,Kallan Avaran,2019,21 min,-,-,"Short, Drama            ",malayalam,tt10106530
508,Mastuto Bhai,1934,-,-,-,Drama            ,bengali,tt0214933
509,Tuesdays and Fridays,2021,106 min,4.5,407,"Comedy, Musical, Romance            ",hindi,tt9176102
510,Varna Vasanthangal,2016,128 min,-,-,Drama            ,malayalam,tt5879442
511,Pigman,II 2013,150 min,5.1,32,"Drama, Family            ",malayalam,tt3029960
512,Amar Suhagin,1978,-,-,-,-,hindi,tt0242262
513,Father Chitti Umaa Kaarthik,2021,-,6.5,30,Drama            ,telugu,tt13912646
514,Mr. India,1987,179 min,7.8,"14,265","Action, Comedy, Drama            ",hindi,tt0093578
515,Chukkan,1994,158 min,5,23,Drama            ,malayalam,tt0305367
516,Kushthi,2006,-,-,-,Comedy            ,tamil,tt11489230
517,Bilu: A demon within,2017,128 min,7.1,133,"Drama, Fantasy            ",bengali,tt5940384
518,Leather Life,2015,118 min,6.5,10,Drama            ,punjabi,tt4846906
519,Hum Tum Pe Marte Hain,1999,165 min,5.3,483,"Comedy, Drama, Romance            ",hindi,tt0226786
520,Vaettiya Madichu Kattu,1998,-,5.5,19,Comedy            ,tamil,tt6758346
521,Nenu Nene Ramune,2018,105 min,-,-,Drama            ,telugu,tt9889948
522,Laal Joda,2001,118 min,-,-,Thriller            ,hindi,tt3816438
523,"Brakefail, The 4 mechanics",2010,-,-,-,Comedy            ,bengali,tt8159864
524,Borbaad,2014,140 min,5.4,197,"Action, Drama, Romance            ",bengali,tt3958596
525,Meera Ke Girdhar,1992,-,-,-,Drama            ,hindi,tt2751148
526,Zehreeli,1977,-,-,-,"Action, Crime, Mystery            ",hindi,tt0390647
527,Champion Thomas,1990,107 min,5.6,8,Comedy            ,malayalam,tt0277624
528,Maa Daivam,1976,-,-,-,Musical            ,telugu,tt0371803
529,Aaj Sandhyay,1954,-,-,-,-,bengali,tt1593634
530,Saanjhbatir Roopkathara,2002,120 min,6.2,145,"Drama, Family            ",bengali,tt0366993
531,Utkarsha,1990,-,-,-,-,kannada,tt10225364
532,Manasa,2013,-,-,-,Drama            ,kannada,tt14097512
533,Ladki Sahyadri Ki,1966,-,5,9,"Musical, Drama            ",hindi,tt0418818
534,Darshan: The Embrace,2005,92 min,6.4,184,Documentary            ,malayalam,tt0464800
535,Johra Bai,2000,-,-,-,Action            ,hindi,tt2663792
536,Har Har Byomkesh,2015,113 min,6.8,852,"Action, Thriller            ",bengali,tt5304172
537,Chaalbaaz Leader,1970,-,-,-,Drama            ,hindi,tt3100362
538,Prithvi,1994,-,8.3,6,-,nepali,tt6774818
539,Jinn,II,130 min,-,-,Action            ,bengali,-
540,Nistaran,2019,92 min,-,-,Drama            ,hindi,tt11117452
541,Do Haath 100 Bandooken,1974,-,-,-,Action            ,hindi,tt3477056
542,Ruby,1986,-,-,-,Drama            ,urdu,tt11952188
543,Sabak,1950,-,-,-,-,hindi,tt0267900
544,Ostittey Amar Desh,2007,-,7.6,9,War            ,bengali,tt5789882
545,Naadham,1983,-,-,-,-,malayalam,tt0345689
546,Salawati,2008,82 min,-,-,Drama            ,tamil,tt1482234
547,Armaan,2013,140 min,6.8,43,"Comedy, Drama, Romance            ",oriya,tt4920258
548,Purano Bullet,2019,-,-,-,Drama            ,nepali,tt9892234
549,Vinayakudu,2008,133 min,7.2,79,"Comedy, Romance            ",tamil,tt1649435
550,Jalladon Ka Jallad,2004,-,-,-,Action            ,hindi,tt4491426
551,Bhinna,2019,95 min,7.4,28,Thriller            ,kannada,tt10083986
552,Adhu,2004,-,-,-,Drama            ,tamil,tt13789606
553,Virodhi,2011,-,6.6,34,Drama            ,telugu,tt1987022
554,Umno O Jhumno,1975,-,-,-,Drama            ,bengali,tt1538411
555,Anokha Aspatal,1989,91 min,6.8,12,Comedy            ,hindi,tt2958972
556,Dhill,2001,158 min,7,789,"Action, Drama            ",tamil,tt0375705
557,Mudhal Idam,2011,145 min,-,-,"Comedy, Romance            ",tamil,tt4339008
558,Raja Malaya Simhan,II 1959,-,-,-,-,telugu,tt0261222
559,Mangaata,2016,107 min,-,-,Drama            ,kannada,tt13230900
560,Hiro Ghoghe Jai Avyo,1983,-,-,-,Comedy            ,gujarati,tt4614448
561,Savidham,1992,-,6.3,14,Romance            ,malayalam,tt0353982
562,Aavartan,2021,116 min,-,-,Musical            ,hindi,tt10217620
563,Itihaas Konna,2000,125 min,-,-,War            ,bengali,tt5785980
564,"I, Me aur Main",2013,108 min,4.6,"1,807","Comedy, Drama, Musical            ",hindi,tt2064816
565,Envazhi Thani Vazhi,2015,130 min,3.4,19,Action            ,tamil,tt4504934
566,Saya E Khuda E Zuljalal,2016,105 min,6.9,129,"Action, Drama, History            ",urdu,tt3563080
567,Marg,1996,88 min,-,-,Drama            ,bengali,tt7223150
568,Irada,1971,-,-,-,Romance            ,hindi,tt3099096
569, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu,tt11423562
570,Hind Ki Wali,1978,-,-,-,Drama            ,hindi,tt3628802
571, Coke Studio,2008– ,15 min,-,-,Music            ,urdu,tt13591762
572,Parichay,1941,141 min,-,-,Drama            ,bengali,tt0156871
573,Sai V/S I,2017,-,-,-,-,hindi,tt6493322
574,Teri Yaad,2021,3 min,-,-,"Short, Romance            ",urdu,tt14519796
575,Ajji,2017,104 min,6.9,939,Drama            ,hindi,tt6471054
576,Golmaal,2003,130 min,7,595,Comedy            ,telugu,tt1579772
577,Bangalore Bhootha,1975,-,-,-,-,kannada,tt1398938
578,Kakasparsh,,-,-,-,Drama            ,hindi,-
579, Mann Mayal,2016,-,8.1,35,"Drama, Romance            ",oriya,tt5510876
580,The Sound of One Leg Dancing,2011,30 min,-,-,"Documentary, Short, Drama            ",nepali,tt2137392
581,"Right Here, Right Now",2003,28 min,7.9,209,"Short, Comedy, Drama            ",malayalam,tt0410521
582,Raja Thandiram,1984,-,7.2,5,-,tamil,tt3323836
583,Raaste Kaa Patthar,1972,133 min,5.7,83,"Drama, Romance            ",hindi,tt0069152
584,Diste Tasa Naste,1956,-,-,-,-,marathi,tt0251669
585,Pyaar Hi Pyaar Mein,2003,-,7.2,10,"Drama, Romance            ",urdu,tt0362055
586,Awaragardi,1990,-,5.4,8,Action            ,hindi,tt0363449
587,Ammaleni Puttinellu,1996,-,-,-,Family            ,telugu,tt1579524
588,Bharat Ke Shaheed,1972,-,-,-,"Drama, History            ",hindi,tt0155547
589,Lucky: No Time for Love,2005,180 min,4.7,"3,276","Musical, Drama, Romance            ",hindi,tt0449306
590,Kalyug,1981,152 min,7.8,493,Drama            ,hindi,tt0080982
591,Jadui Ratan,1947,-,-,-,"Action, Fantasy            ",hindi,tt0376684
592,Theeviram,2020,108 min,5.5,22,"Drama, Thriller            ",tamil,tt13507408
593,Kalu,1987,-,-,-,-,punjabi,tt1057927
594,Bhoomiyile Malakha,1965,-,-,-,-,malayalam,tt0254185
595,Nedumi,II 2021,115 min,-,-,"Action, Drama            ",tamil,-
596,Kavi,1949,151 min,7.5,10,Drama            ,bengali,tt0156695
597,Poovarasan,1996,136 min,4.9,29,-,tamil,tt0317996
598,Thacholy Thankappan,1984,-,-,-,-,malayalam,tt0351832
599,Phir Aayee Barsat,1985,-,7.8,6,Romance            ,hindi,tt0374122
600,Loh Purush,1999,-,5.3,15,Action            ,hindi,tt2437236
601,Jollad,1998,-,-,-,Action            ,bengali,tt7070776
602,Idhem Pellaam Baaboy,1990,136 min,-,-,-,telugu,tt0319539
603,Neerum Neruppum,1971,-,6.6,25,-,tamil,tt0248228
604,Police Custody,1995,-,-,-,Action            ,hindi,tt2898694
605,Durga Aali Ghara,1996,-,-,-,Drama            ,marathi,tt12638206
606,Chirodini Tumi Je Amar,2008,180 min,6.7,367,Romance            ,bengali,tt1390821
607,Talismi Jazeera,1992,-,5.3,6,-,urdu,tt0250768
608,Asees,2018,127 min,7.5,191,Drama            ,punjabi,tt8634328
609,Superstar Kidnap,2015,120 min,6.6,631,Thriller            ,telugu,tt4869678
610,Kutty Srank: The Sailor of Hearts,2009,127 min,7,494,Drama            ,malayalam,tt1430096
611,Gandu Endare Gandu,,122 min,-,-,Drama            ,kannada,-
612,Thiranthidu Seese,2015,123 min,6.5,26,"Drama, Thriller            ",tamil,tt4701664
613,Plaza Miranda,1971,-,-,-,-,telugu,tt2007445
614,Before You Go-Love,2020,52 min,-,-,"Drama, Romance            ",hindi,tt13139222
615,Yalgaar,1992,192 min,5.4,413,"Action, Drama, Thriller            ",hindi,tt0105866
616,Naani,2004,155 min,5.3,"1,150",Romance            ,telugu,tt0376787
617,Nausherwan-E-Adil,1957,137 min,6.4,17,"Action, Adventure, Drama            ",oriya,tt0243447
618,Lovers,1983,-,4.7,27,"Comedy, Drama, Romance            ",hindi,tt0155840
619,Pagliyera Pokhiyun Jhain,2015 Video,-,-,-,"Animation, Short            ",nepali,tt13837450
620,The Porter,1999,-,-,-,-,malayalam,tt0265558
621,Sringara Velan,2013,170 min,3.2,217,Comedy            ,tamil,tt3288670
622,Unmaye Un Vilai Enna,1976,-,-,-,-,tamil,tt3269004
623,Dar Si Jaati Hai Sila,2017– ,-,8.6,60,Drama            ,oriya,tt7702330
624,Panakkara Penn,1976,-,-,-,Drama            ,tamil,tt10189382
625,Nafrat,1987,-,-,-,Action            ,hindi,tt0374080
